id;time;id_station;latitud;longitud;temperature;humidity;wind_speed;solar_radiation
113;2024-01-12 03:00:00;3;-26.83;-55.32;22.0;67.0;21.0;1741.0
114;2024-01-12 03:00:00;4;-26.67;-57.13;20.0;47.0;9.0;1509.0
115;2024-01-12 03:00:00;5;-26.17;-56.35;21.0;80.0;29.0;1774.0
116;2024-01-12 03:00:00;6;-25.75;-56.43;20.0;84.0;6.0;1615.0
117;2024-01-12 03:00:00;7;-25.62;-57.13;19.0;90.0;32.0;1602.0
118;2024-01-12 03:00:00;8;-25.5;-56.4;22.0;52.0;29.0;1743.0
119;2024-01-12 03:00:00;9;-25.45;-54.83;25.0;86.0;26.0;1618.0
120;2024-01-13 03:00:00;0;-27.22;-55.83;20.0;57.0;29.0;1644.0
121;2024-01-13 03:00:00;1;-27.2;-55.78;20.0;32.0;28.0;1662.0
122;2024-01-13 03:00:00;2;-26.87;-58.32;21.0;76.0;30.0;1587.0
123;2024-01-13 03:00:00;3;-26.83;-55.32;24.0;63.0;25.0;1739.0
124;2024-01-13 03:00:00;4;-26.67;-57.13;23.0;64.0;30.0;1544.0
125;2024-01-13 03:00:00;5;-26.17;-56.35;26.0;69.0;8.0;1600.0
126;2024-01-13 03:00:00;6;-25.75;-56.43;18.0;79.0;13.0;1721.0
127;2024-01-13 03:00:00;7;-25.62;-57.13;20.0;30.0;26.0;1730.0
128;2024-01-13 03:00:00;8;-25.5;-56.4;18.0;65.0;25.0;1631.0
129;2024-01-13 03:00:00;9;-25.45;-54.83;25.0;46.0;27.0;1756.0
130;2024-01-14 03:00:00;0;-27.22;-55.83;37.0;58.0;32.0;1623.0
131;2024-01-14 03:00:00;1;-27.2;-55.78;38.0;98.0;11.0;1568.0
132;2024-01-14 03:00:00;2;-26.87;-58.32;45.0;100.0;29.0;1682.0
133;2024-01-14 03:00:00;3;-26.83;-55.32;35.0;34.0;18.0;1647.0
134;2024-01-14 03:00:00;4;-26.67;-57.13;45.0;45.0;18.0;1711.0
135;2024-01-14 03:00:00;5;-26.17;-56.35;42.0;54.0;16.0;1625.0
136;2024-01-14 03:00:00;6;-25.75;-56.43;37.0;45.0;12.0;1712.0
137;2024-01-14 03:00:00;7;-25.62;-57.13;42.0;60.0;14.0;1666.0
138;2024-01-14 03:00:00;8;-25.5;-56.4;36.0;53.0;27.0;1544.0
139;2024-01-14 03:00:00;9;-25.45;-54.83;36.0;63.0;17.0;1652.0
140;2024-01-15 03:00:00;0;-27.22;-55.83;23.0;51.0;6.0;1631.0
141;2024-01-15 03:00:00;1;-27.2;-55.78;18.0;68.0;30.0;1563.0
142;2024-01-15 03:00:00;2;-26.87;-58.32;27.0;89.0;24.0;1731.0
143;2024-01-15 03:00:00;3;-26.83;-55.32;23.0;63.0;12.0;1615.0
144;2024-01-15 03:00:00;4;-26.67;-57.13;25.0;80.0;32.0;1711.0
145;2024-01-15 03:00:00;5;-26.17;-56.35;25.0;94.0;26.0;1590.0
146;2024-01-15 03:00:00;6;-25.75;-56.43;19.0;59.0;23.0;1513.0
147;2024-01-15 03:00:00;7;-25.62;-57.13;20.0;36.0;25.0;1776.0
148;2024-01-15 03:00:00;8;-25.5;-56.4;27.0;85.0;32.0;1633.0
149;2024-01-15 03:00:00;9;-25.45;-54.83;18.0;56.0;11.0;1588.0
150;2024-01-16 03:00:00;0;-27.22;-55.83;8.0;30.0;26.0;1790.0
151;2024-01-16 03:00:00;1;-27.2;-55.78;14.0;64.0;29.0;1611.0
152;2024-01-16 03:00:00;2;-26.87;-58.32;15.0;71.0;29.0;1766.0
153;2024-01-16 03:00:00;3;-26.83;-55.32;10.0;46.0;14.0;1578.0
154;2024-01-16 03:00:00;4;-26.67;-57.13;11.0;89.0;10.0;1727.0
155;2024-01-16 03:00:00;5;-26.17;-56.35;8.0;96.0;16.0;1686.0
156;2024-01-16 03:00:00;6;-25.75;-56.43;8.0;84.0;17.0;1720.0
157;2024-01-16 03:00:00;7;-25.62;-57.13;16.0;39.0;16.0;1588.0
158;2024-01-16 03:00:00;8;-25.5;-56.4;9.0;33.0;9.0;1570.0
159;2024-01-16 03:00:00;9;-25.45;-54.83;13.0;70.0;16.0;1543.0
160;2024-01-17 03:00:00;0;-27.22;-55.83;19.0;51.0;16.0;1720.0
161;2024-01-17 03:00:00;1;-27.2;-55.78;18.0;79.0;25.0;1616.0
162;2024-01-17 03:00:00;2;-26.87;-58.32;20.0;27.0;24.0;1759.0
163;2024-01-17 03:00:00;3;-26.83;-55.32;25.0;79.0;11.0;1687.0
164;2024-01-17 03:00:00;4;-26.67;-57.13;21.0;45.0;23.0;1753.0
165;2024-01-17 03:00:00;5;-26.17;-56.35;26.0;27.0;12.0;1508.0
166;2024-01-17 03:00:00;6;-25.75;-56.43;19.0;67.0;20.0;1508.0
167;2024-01-17 03:00:00;7;-25.62;-57.13;24.0;60.0;11.0;1676.0
168;2024-01-17 03:00:00;8;-25.5;-56.4;22.0;37.0;19.0;1605.0
169;2024-01-17 03:00:00;9;-25.45;-54.83;24.0;95.0;29.0;1616.0
170;2024-01-18 03:00:00;0;-27.22;-55.83;36.0;82.0;30.0;1684.0
171;2024-01-18 03:00:00;1;-27.2;-55.78;43.0;53.0;16.0;1609.0
172;2024-01-18 03:00:00;2;-26.87;-58.32;39.0;72.0;12.0;1754.0
173;2024-01-18 03:00:00;3;-26.83;-55.32;43.0;30.0;10.0;1643.0
174;2024-01-18 03:00:00;4;-26.67;-57.13;42.0;47.0;13.0;1592.0
175;2024-01-18 03:00:00;5;-26.17;-56.35;45.0;40.0;9.0;1628.0
176;2024-01-18 03:00:00;6;-25.75;-56.43;35.0;58.0;6.0;1533.0
177;2024-01-18 03:00:00;7;-25.62;-57.13;42.0;83.0;16.0;1651.0
178;2024-01-18 03:00:00;8;-25.5;-56.4;40.0;79.0;19.0;1799.0
179;2024-01-18 03:00:00;9;-25.45;-54.83;39.0;61.0;8.0;1768.0
180;2024-01-19 03:00:00;0;-27.22;-55.83;44.0;48.0;10.0;1565.0
181;2024-01-19 03:00:00;1;-27.2;-55.78;45.0;60.0;21.0;1501.0
182;2024-01-19 03:00:00;2;-26.87;-58.32;38.0;27.0;25.0;1725.0
183;2024-01-19 03:00:00;3;-26.83;-55.32;39.0;93.0;6.0;1684.0
184;2024-01-19 03:00:00;4;-26.67;-57.13;35.0;89.0;8.0;1756.0
185;2024-01-19 03:00:00;5;-26.17;-56.35;37.0;39.0;19.0;1747.0
186;2024-01-19 03:00:00;6;-25.75;-56.43;43.0;72.0;31.0;1508.0
187;2024-01-19 03:00:00;7;-25.62;-57.13;40.0;84.0;27.0;1782.0
188;2024-01-19 03:00:00;8;-25.5;-56.4;40.0;46.0;24.0;1745.0
189;2024-01-19 03:00:00;9;-25.45;-54.83;40.0;35.0;18.0;1713.0
190;2024-01-20 03:00:00;0;-27.22;-55.83;33.0;72.0;9.0;1687.0
191;2024-01-20 03:00:00;1;-27.2;-55.78;32.0;72.0;17.0;1698.0
192;2024-01-20 03:00:00;2;-26.87;-58.32;36.0;54.0;31.0;1685.0
193;2024-01-20 03:00:00;3;-26.83;-55.32;35.0;70.0;26.0;1513.0
194;2024-01-20 03:00:00;4;-26.67;-57.13;32.0;90.0;15.0;1603.0
195;2024-01-20 03:00:00;5;-26.17;-56.35;38.0;46.0;20.0;1555.0
196;2024-01-20 03:00:00;6;-25.75;-56.43;39.0;33.0;17.0;1794.0
197;2024-01-20 03:00:00;7;-25.62;-57.13;36.0;32.0;27.0;1724.0
198;2024-01-20 03:00:00;8;-25.5;-56.4;38.0;66.0;27.0;1658.0
199;2024-01-20 03:00:00;9;-25.45;-54.83;39.0;82.0;27.0;1543.0
200;2024-01-21 03:00:00;0;-27.22;-55.83;11.0;62.0;24.0;1720.0
201;2024-01-21 03:00:00;1;-27.2;-55.78;12.0;47.0;30.0;1763.0
202;2024-01-21 03:00:00;2;-26.87;-58.32;11.0;34.0;16.0;1650.0
203;2024-01-21 03:00:00;3;-26.83;-55.32;17.0;70.0;20.0;1692.0
204;2024-01-21 03:00:00;4;-26.67;-57.13;14.0;49.0;13.0;1763.0
205;2024-01-21 03:00:00;5;-26.17;-56.35;13.0;94.0;20.0;1662.0
206;2024-01-21 03:00:00;6;-25.75;-56.43;12.0;52.0;11.0;1568.0
207;2024-01-21 03:00:00;7;-25.62;-57.13;10.0;57.0;16.0;1796.0
208;2024-01-21 03:00:00;8;-25.5;-56.4;8.0;75.0;12.0;1510.0
209;2024-01-21 03:00:00;9;-25.45;-54.83;14.0;90.0;25.0;1773.0
210;2024-01-22 03:00:00;0;-27.22;-55.83;12.0;68.0;12.0;1795.0
211;2024-01-22 03:00:00;1;-27.2;-55.78;11.0;31.0;25.0;1527.0
212;2024-01-22 03:00:00;2;-26.87;-58.32;18.0;81.0;24.0;1709.0
213;2024-01-22 03:00:00;3;-26.83;-55.32;15.0;58.0;17.0;1561.0
214;2024-01-22 03:00:00;4;-26.67;-57.13;17.0;76.0;20.0;1657.0
215;2024-01-22 03:00:00;5;-26.17;-56.35;13.0;39.0;32.0;1587.0
216;2024-01-22 03:00:00;6;-25.75;-56.43;18.0;87.0;27.0;1550.0
217;2024-01-22 03:00:00;7;-25.62;-57.13;8.0;85.0;25.0;1677.0
218;2024-01-22 03:00:00;8;-25.5;-56.4;13.0;99.0;15.0;1559.0
219;2024-01-22 03:00:00;9;-25.45;-54.83;13.0;40.0;31.0;1717.0
220;2024-01-23 03:00:00;0;-27.22;-55.83;17.0;83.0;12.0;1646.0
221;2024-01-23 03:00:00;1;-27.2;-55.78;20.0;34.0;18.0;1785.0
222;2024-01-23 03:00:00;2;-26.87;-58.32;21.0;27.0;26.0;1592.0
223;2024-01-23 03:00:00;3;-26.83;-55.32;22.0;81.0;32.0;1671.0
224;2024-01-23 03:00:00;4;-26.67;-57.13;18.0;76.0;23.0;1522.0
225;2024-01-23 03:00:00;5;-26.17;-56.35;27.0;37.0;24.0;1581.0
226;2024-01-23 03:00:00;6;-25.75;-56.43;25.0;70.0;23.0;1608.0
227;2024-01-23 03:00:00;7;-25.62;-57.13;25.0;46.0;7.0;1601.0
228;2024-01-23 03:00:00;8;-25.5;-56.4;22.0;93.0;24.0;1606.0
229;2024-01-23 03:00:00;9;-25.45;-54.83;17.0;93.0;24.0;1762.0
230;2024-01-24 03:00:00;0;-27.22;-55.83;31.0;37.0;31.0;1679.0
231;2024-01-24 03:00:00;1;-27.2;-55.78;33.0;53.0;15.0;1524.0
232;2024-01-24 03:00:00;2;-26.87;-58.32;33.0;75.0;21.0;1573.0
233;2024-01-24 03:00:00;3;-26.83;-55.32;29.0;43.0;23.0;1519.0
234;2024-01-24 03:00:00;4;-26.67;-57.13;37.0;71.0;13.0;1758.0
235;2024-01-24 03:00:00;5;-26.17;-56.35;28.0;41.0;18.0;1705.0
236;2024-01-24 03:00:00;6;-25.75;-56.43;28.0;96.0;11.0;1655.0
237;2024-01-24 03:00:00;7;-25.62;-57.13;33.0;44.0;27.0;1514.0
238;2024-01-24 03:00:00;8;-25.5;-56.4;33.0;56.0;24.0;1531.0
239;2024-01-24 03:00:00;9;-25.45;-54.83;36.0;54.0;17.0;1632.0
240;2024-01-25 03:00:00;0;-27.22;-55.83;28.0;100.0;30.0;1778.0
241;2024-01-25 03:00:00;1;-27.2;-55.78;37.0;74.0;18.0;1654.0
242;2024-01-25 03:00:00;2;-26.87;-58.32;35.0;51.0;32.0;1562.0
243;2024-01-25 03:00:00;3;-26.83;-55.32;36.0;53.0;16.0;1638.0
244;2024-01-25 03:00:00;4;-26.67;-57.13;33.0;98.0;14.0;1760.0
245;2024-01-25 03:00:00;5;-26.17;-56.35;34.0;57.0;18.0;1603.0
246;2024-01-25 03:00:00;6;-25.75;-56.43;27.0;45.0;25.0;1659.0
247;2024-01-25 03:00:00;7;-25.62;-57.13;36.0;78.0;16.0;1580.0
248;2024-01-25 03:00:00;8;-25.5;-56.4;35.0;41.0;7.0;1615.0
249;2024-01-25 03:00:00;9;-25.45;-54.83;31.0;48.0;15.0;1754.0
250;2024-01-26 03:00:00;0;-27.22;-55.83;28.0;70.0;23.0;1604.0
251;2024-01-26 03:00:00;1;-27.2;-55.78;22.0;94.0;12.0;1500.0
252;2024-01-26 03:00:00;2;-26.87;-58.32;24.0;78.0;8.0;1526.0
253;2024-01-26 03:00:00;3;-26.83;-55.32;28.0;94.0;32.0;1767.0
254;2024-01-26 03:00:00;4;-26.67;-57.13;27.0;81.0;31.0;1632.0
255;2024-01-26 03:00:00;5;-26.17;-56.35;30.0;42.0;16.0;1751.0
256;2024-01-26 03:00:00;6;-25.75;-56.43;29.0;57.0;28.0;1563.0
257;2024-01-26 03:00:00;7;-25.62;-57.13;29.0;87.0;13.0;1688.0
258;2024-01-26 03:00:00;8;-25.5;-56.4;25.0;33.0;15.0;1694.0
259;2024-01-26 03:00:00;9;-25.45;-54.83;30.0;79.0;31.0;1541.0
260;2024-01-27 03:00:00;0;-27.22;-55.83;14.0;46.0;9.0;1762.0
261;2024-01-27 03:00:00;1;-27.2;-55.78;14.0;90.0;10.0;1632.0
262;2024-01-27 03:00:00;2;-26.87;-58.32;16.0;64.0;26.0;1736.0
263;2024-01-27 03:00:00;3;-26.83;-55.32;12.0;83.0;21.0;1723.0
264;2024-01-27 03:00:00;4;-26.67;-57.13;14.0;59.0;21.0;1800.0
265;2024-01-27 03:00:00;5;-26.17;-56.35;13.0;60.0;23.0;1721.0
266;2024-01-27 03:00:00;6;-25.75;-56.43;12.0;37.0;19.0;1567.0
267;2024-01-27 03:00:00;7;-25.62;-57.13;10.0;83.0;10.0;1785.0
268;2024-01-27 03:00:00;8;-25.5;-56.4;13.0;56.0;26.0;1721.0
269;2024-01-27 03:00:00;9;-25.45;-54.83;12.0;52.0;8.0;1515.0
270;2024-01-28 03:00:00;0;-27.22;-55.83;41.0;95.0;22.0;1796.0
271;2024-01-28 03:00:00;1;-27.2;-55.78;45.0;34.0;28.0;1515.0
272;2024-01-28 03:00:00;2;-26.87;-58.32;42.0;69.0;13.0;1546.0
273;2024-01-28 03:00:00;3;-26.83;-55.32;44.0;96.0;16.0;1672.0
274;2024-01-28 03:00:00;4;-26.67;-57.13;35.0;51.0;20.0;1717.0
275;2024-01-28 03:00:00;5;-26.17;-56.35;43.0;56.0;9.0;1506.0
276;2024-01-28 03:00:00;6;-25.75;-56.43;39.0;40.0;23.0;1663.0
277;2024-01-28 03:00:00;7;-25.62;-57.13;44.0;84.0;20.0;1738.0
278;2024-01-28 03:00:00;8;-25.5;-56.4;37.0;47.0;7.0;1544.0
279;2024-01-28 03:00:00;9;-25.45;-54.83;36.0;57.0;31.0;1690.0
280;2024-01-29 03:00:00;0;-27.22;-55.83;32.0;66.0;15.0;1529.0
281;2024-01-29 03:00:00;1;-27.2;-55.78;34.0;49.0;32.0;1615.0
282;2024-01-29 03:00:00;2;-26.87;-58.32;33.0;91.0;15.0;1571.0
283;2024-01-29 03:00:00;3;-26.83;-55.32;35.0;87.0;14.0;1727.0
284;2024-01-29 03:00:00;4;-26.67;-57.13;36.0;65.0;28.0;1679.0
285;2024-01-29 03:00:00;5;-26.17;-56.35;37.0;83.0;31.0;1524.0
286;2024-01-29 03:00:00;6;-25.75;-56.43;32.0;98.0;30.0;1599.0
287;2024-01-29 03:00:00;7;-25.62;-57.13;28.0;35.0;23.0;1773.0
288;2024-01-29 03:00:00;8;-25.5;-56.4;30.0;73.0;15.0;1749.0
289;2024-01-29 03:00:00;9;-25.45;-54.83;27.0;37.0;23.0;1737.0
290;2024-01-30 03:00:00;0;-27.22;-55.83;37.0;95.0;6.0;1657.0
291;2024-01-30 03:00:00;1;-27.2;-55.78;37.0;52.0;14.0;1534.0
292;2024-01-30 03:00:00;2;-26.87;-58.32;38.0;87.0;30.0;1796.0
293;2024-01-30 03:00:00;3;-26.83;-55.32;42.0;41.0;13.0;1651.0
294;2024-01-30 03:00:00;4;-26.67;-57.13;37.0;79.0;11.0;1548.0
295;2024-01-30 03:00:00;5;-26.17;-56.35;45.0;94.0;24.0;1774.0
296;2024-01-30 03:00:00;6;-25.75;-56.43;43.0;90.0;14.0;1677.0
297;2024-01-30 03:00:00;7;-25.62;-57.13;39.0;37.0;29.0;1762.0
298;2024-01-30 03:00:00;8;-25.5;-56.4;35.0;43.0;12.0;1666.0
299;2024-01-30 03:00:00;9;-25.45;-54.83;35.0;47.0;25.0;1538.0
300;2024-01-31 03:00:00;0;-27.22;-55.83;37.0;53.0;22.0;1742.0
301;2024-01-31 03:00:00;1;-27.2;-55.78;29.0;51.0;12.0;1777.0
302;2024-01-31 03:00:00;2;-26.87;-58.32;37.0;49.0;18.0;1780.0
303;2024-01-31 03:00:00;3;-26.83;-55.32;36.0;93.0;30.0;1602.0
304;2024-01-31 03:00:00;4;-26.67;-57.13;30.0;92.0;23.0;1517.0
305;2024-01-31 03:00:00;5;-26.17;-56.35;36.0;48.0;19.0;1635.0
306;2024-01-31 03:00:00;6;-25.75;-56.43;33.0;46.0;16.0;1659.0
307;2024-01-31 03:00:00;7;-25.62;-57.13;31.0;48.0;26.0;1685.0
308;2024-01-31 03:00:00;8;-25.5;-56.4;35.0;37.0;31.0;1768.0
309;2024-01-31 03:00:00;9;-25.45;-54.83;37.0;82.0;18.0;1551.0
310;2024-02-01 03:00:00;0;-27.22;-55.83;35.0;81.0;30.0;1730.0
311;2024-02-01 03:00:00;1;-27.2;-55.78;32.0;100.0;25.0;1741.0
312;2024-02-01 03:00:00;2;-26.87;-58.32;33.0;47.0;19.0;1750.0
313;2024-02-01 03:00:00;3;-26.83;-55.32;33.0;67.0;32.0;1632.0
314;2024-02-01 03:00:00;4;-26.67;-57.13;30.0;28.0;18.0;1759.0
315;2024-02-01 03:00:00;5;-26.17;-56.35;35.0;71.0;10.0;1599.0
316;2024-02-01 03:00:00;6;-25.75;-56.43;29.0;77.0;11.0;1537.0
