id;time;id_station;latitud;longitud;temperature;humidity;wind_speed;solar_radiation
102;1704942000;1;-27.2;-55.78;17.0;82.0;18.0;50.0
103;1704942000;2;-26.87;-58.32;21.0;44.0;29.0;34.0
104;1704942000;3;-26.83;-55.32;17.0;75.0;22.0;74.0
105;1704942000;4;-26.67;-57.13;14.0;71.0;29.0;79.0
106;1704942000;5;-26.17;-56.35;15.0;48.0;16.0;73.0
107;1704942000;6;-25.75;-56.43;15.0;36.0;10.0;64.0
108;1704942000;7;-25.62;-57.13;17.0;37.0;22.0;81.0
109;1704942000;8;-25.5;-56.4;15.0;60.0;19.0;91.0
110;1704942000;9;-25.45;-54.83;15.0;73.0;30.0;49.0
111;1705028400;0;-27.22;-55.83;37.0;54.0;11.0;97.0
112;1705028400;1;-27.2;-55.78;37.0;46.0;17.0;82.0
113;1705028400;2;-26.87;-58.32;32.0;73.0;23.0;83.0
114;1705028400;3;-26.83;-55.32;31.0;52.0;31.0;32.0
115;1705028400;4;-26.67;-57.13;38.0;78.0;28.0;32.0
116;1705028400;5;-26.17;-56.35;35.0;33.0;6.0;65.0
117;1705028400;6;-25.75;-56.43;34.0;59.0;21.0;73.0
118;1705028400;7;-25.62;-57.13;34.0;60.0;18.0;65.0
119;1705028400;8;-25.5;-56.4;35.0;30.0;12.0;33.0
120;1705028400;9;-25.45;-54.83;39.0;98.0;15.0;97.0
121;1705114800;0;-27.22;-55.83;29.0;59.0;29.0;76.0
122;1705114800;1;-27.2;-55.78;24.0;86.0;18.0;69.0
123;1705114800;2;-26.87;-58.32;20.0;76.0;28.0;59.0
124;1705114800;3;-26.83;-55.32;30.0;67.0;12.0;56.0
125;1705114800;4;-26.67;-57.13;30.0;99.0;29.0;71.0
126;1705114800;5;-26.17;-56.35;30.0;62.0;12.0;35.0
127;1705114800;6;-25.75;-56.43;25.0;75.0;23.0;83.0
128;1705114800;7;-25.62;-57.13;25.0;87.0;15.0;63.0
129;1705114800;8;-25.5;-56.4;25.0;59.0;13.0;55.0
130;1705114800;9;-25.45;-54.83;22.0;58.0;12.0;73.0
131;1705201200;0;-27.22;-55.83;35.0;89.0;15.0;39.0
132;1705201200;1;-27.2;-55.78;39.0;84.0;6.0;73.0
133;1705201200;2;-26.87;-58.32;39.0;36.0;32.0;44.0
134;1705201200;3;-26.83;-55.32;40.0;38.0;29.0;68.0
135;1705201200;4;-26.67;-57.13;36.0;39.0;29.0;53.0
136;1705201200;5;-26.17;-56.35;39.0;91.0;19.0;72.0
137;1705201200;6;-25.75;-56.43;36.0;94.0;29.0;87.0
138;1705201200;7;-25.62;-57.13;37.0;81.0;18.0;37.0
139;1705201200;8;-25.5;-56.4;43.0;79.0;31.0;48.0
140;1705201200;9;-25.45;-54.83;39.0;90.0;16.0;44.0
141;1705287600;0;-27.22;-55.83;17.0;43.0;10.0;32.0
142;1705287600;1;-27.2;-55.78;17.0;49.0;28.0;35.0
143;1705287600;2;-26.87;-58.32;17.0;44.0;14.0;80.0
144;1705287600;3;-26.83;-55.32;18.0;58.0;11.0;80.0
145;1705287600;4;-26.67;-57.13;18.0;69.0;12.0;68.0
146;1705287600;5;-26.17;-56.35;18.0;78.0;17.0;58.0
147;1705287600;6;-25.75;-56.43;8.0;97.0;9.0;43.0
148;1705287600;7;-25.62;-57.13;9.0;97.0;17.0;99.0
149;1705287600;8;-25.5;-56.4;9.0;75.0;9.0;80.0
150;1705287600;9;-25.45;-54.83;10.0;60.0;13.0;57.0
151;1705374000;0;-27.22;-55.83;42.0;64.0;26.0;47.0
152;1705374000;1;-27.2;-55.78;44.0;70.0;17.0;91.0
153;1705374000;2;-26.87;-58.32;41.0;93.0;10.0;92.0
154;1705374000;3;-26.83;-55.32;40.0;45.0;9.0;37.0
155;1705374000;4;-26.67;-57.13;42.0;41.0;13.0;36.0
156;1705374000;5;-26.17;-56.35;35.0;70.0;28.0;82.0
157;1705374000;6;-25.75;-56.43;38.0;53.0;24.0;60.0
158;1705374000;7;-25.62;-57.13;44.0;93.0;31.0;80.0
159;1705374000;8;-25.5;-56.4;45.0;47.0;14.0;95.0
160;1705374000;9;-25.45;-54.83;42.0;87.0;24.0;79.0
161;1705460400;0;-27.22;-55.83;12.0;65.0;22.0;57.0
162;1705460400;1;-27.2;-55.78;22.0;64.0;30.0;99.0
163;1705460400;2;-26.87;-58.32;22.0;69.0;17.0;77.0
164;1705460400;3;-26.83;-55.32;17.0;69.0;10.0;77.0
165;1705460400;4;-26.67;-57.13;16.0;70.0;21.0;44.0
166;1705460400;5;-26.17;-56.35;12.0;67.0;16.0;92.0
167;1705460400;6;-25.75;-56.43;21.0;50.0;6.0;87.0
168;1705460400;7;-25.62;-57.13;18.0;46.0;8.0;80.0
169;1705460400;8;-25.5;-56.4;19.0;59.0;7.0;86.0
170;1705460400;9;-25.45;-54.83;16.0;56.0;12.0;70.0
171;1705546800;0;-27.22;-55.83;37.0;39.0;29.0;79.0
172;1705546800;1;-27.2;-55.78;38.0;53.0;32.0;56.0
173;1705546800;2;-26.87;-58.32;41.0;70.0;28.0;99.0
174;1705546800;3;-26.83;-55.32;42.0;63.0;24.0;76.0
175;1705546800;4;-26.67;-57.13;35.0;45.0;20.0;34.0
176;1705546800;5;-26.17;-56.35;36.0;65.0;31.0;91.0
177;1705546800;6;-25.75;-56.43;36.0;78.0;31.0;38.0
178;1705546800;7;-25.62;-57.13;39.0;91.0;25.0;46.0
179;1705546800;8;-25.5;-56.4;35.0;60.0;18.0;45.0
180;1705546800;9;-25.45;-54.83;38.0;68.0;21.0;83.0
181;1705633200;0;-27.22;-55.83;40.0;52.0;22.0;61.0
182;1705633200;1;-27.2;-55.78;38.0;47.0;29.0;46.0
183;1705633200;2;-26.87;-58.32;40.0;83.0;28.0;37.0
184;1705633200;3;-26.83;-55.32;38.0;49.0;24.0;89.0
185;1705633200;4;-26.67;-57.13;31.0;31.0;7.0;71.0
186;1705633200;5;-26.17;-56.35;31.0;48.0;16.0;60.0
187;1705633200;6;-25.75;-56.43;39.0;63.0;17.0;95.0
188;1705633200;7;-25.62;-57.13;40.0;42.0;32.0;65.0
189;1705633200;8;-25.5;-56.4;38.0;30.0;13.0;41.0
190;1705633200;9;-25.45;-54.83;33.0;58.0;6.0;40.0
191;1705719600;0;-27.22;-55.83;31.0;35.0;26.0;60.0
192;1705719600;1;-27.2;-55.78;32.0;86.0;12.0;41.0
193;1705719600;2;-26.87;-58.32;36.0;33.0;19.0;68.0
194;1705719600;3;-26.83;-55.32;38.0;80.0;24.0;88.0
195;1705719600;4;-26.67;-57.13;31.0;49.0;12.0;57.0
196;1705719600;5;-26.17;-56.35;31.0;99.0;28.0;47.0
197;1705719600;6;-25.75;-56.43;37.0;99.0;27.0;80.0
198;1705719600;7;-25.62;-57.13;30.0;40.0;12.0;42.0
199;1705719600;8;-25.5;-56.4;37.0;60.0;20.0;49.0
200;1705719600;9;-25.45;-54.83;31.0;83.0;24.0;67.0
201;1705806000;0;-27.22;-55.83;9.0;44.0;14.0;54.0
202;1705806000;1;-27.2;-55.78;18.0;49.0;15.0;36.0
203;1705806000;2;-26.87;-58.32;13.0;47.0;30.0;97.0
204;1705806000;3;-26.83;-55.32;17.0;45.0;19.0;76.0
205;1705806000;4;-26.67;-57.13;17.0;95.0;6.0;79.0
206;1705806000;5;-26.17;-56.35;13.0;69.0;13.0;46.0
207;1705806000;6;-25.75;-56.43;12.0;38.0;13.0;100.0
208;1705806000;7;-25.62;-57.13;14.0;50.0;7.0;60.0
209;1705806000;8;-25.5;-56.4;18.0;40.0;21.0;62.0
210;1705806000;9;-25.45;-54.83;12.0;79.0;20.0;39.0
211;1705892400;0;-27.22;-55.83;38.0;52.0;23.0;93.0
212;1705892400;1;-27.2;-55.78;39.0;88.0;20.0;34.0
213;1705892400;2;-26.87;-58.32;30.0;66.0;29.0;60.0
214;1705892400;3;-26.83;-55.32;37.0;57.0;31.0;93.0
215;1705892400;4;-26.67;-57.13;30.0;56.0;20.0;73.0
216;1705892400;5;-26.17;-56.35;31.0;42.0;23.0;84.0
217;1705892400;6;-25.75;-56.43;40.0;29.0;15.0;93.0
218;1705892400;7;-25.62;-57.13;35.0;46.0;16.0;79.0
219;1705892400;8;-25.5;-56.4;35.0;74.0;29.0;58.0
220;1705892400;9;-25.45;-54.83;34.0;70.0;32.0;99.0
221;1705978800;0;-27.22;-55.83;17.0;62.0;21.0;90.0
222;1705978800;1;-27.2;-55.78;24.0;100.0;8.0;87.0
223;1705978800;2;-26.87;-58.32;18.0;62.0;9.0;47.0
224;1705978800;3;-26.83;-55.32;25.0;87.0;14.0;36.0
225;1705978800;4;-26.67;-57.13;26.0;73.0;23.0;75.0
226;1705978800;5;-26.17;-56.35;24.0;49.0;31.0;65.0
227;1705978800;6;-25.75;-56.43;27.0;56.0;18.0;52.0
228;1705978800;7;-25.62;-57.13;17.0;70.0;22.0;81.0
229;1705978800;8;-25.5;-56.4;20.0;92.0;15.0;42.0
230;1705978800;9;-25.45;-54.83;24.0;85.0;14.0;71.0
231;1706065200;0;-27.22;-55.83;15.0;87.0;20.0;92.0
232;1706065200;1;-27.2;-55.78;22.0;64.0;15.0;49.0
233;1706065200;2;-26.87;-58.32;19.0;86.0;24.0;34.0
234;1706065200;3;-26.83;-55.32;16.0;96.0;28.0;84.0
235;1706065200;4;-26.67;-57.13;18.0;47.0;13.0;40.0
236;1706065200;5;-26.17;-56.35;20.0;56.0;19.0;54.0
237;1706065200;6;-25.75;-56.43;20.0;41.0;24.0;61.0
238;1706065200;7;-25.62;-57.13;20.0;36.0;18.0;87.0
239;1706065200;8;-25.5;-56.4;17.0;98.0;9.0;35.0
240;1706065200;9;-25.45;-54.83;18.0;52.0;25.0;39.0
241;1706151600;0;-27.22;-55.83;37.0;61.0;17.0;75.0
242;1706151600;1;-27.2;-55.78;38.0;47.0;7.0;45.0
243;1706151600;2;-26.87;-58.32;32.0;60.0;23.0;80.0
244;1706151600;3;-26.83;-55.32;38.0;41.0;12.0;100.0
245;1706151600;4;-26.67;-57.13;31.0;45.0;30.0;58.0
246;1706151600;5;-26.17;-56.35;36.0;69.0;19.0;39.0
247;1706151600;6;-25.75;-56.43;39.0;98.0;7.0;35.0
248;1706151600;7;-25.62;-57.13;40.0;39.0;6.0;62.0
249;1706151600;8;-25.5;-56.4;35.0;62.0;18.0;82.0
250;1706151600;9;-25.45;-54.83;35.0;41.0;11.0;74.0
251;1706238000;0;-27.22;-55.83;44.0;33.0;23.0;61.0
252;1706238000;1;-27.2;-55.78;40.0;56.0;14.0;86.0
253;1706238000;2;-26.87;-58.32;36.0;81.0;23.0;92.0
254;1706238000;3;-26.83;-55.32;40.0;64.0;16.0;67.0
255;1706238000;4;-26.67;-57.13;38.0;77.0;10.0;77.0
256;1706238000;5;-26.17;-56.35;35.0;66.0;6.0;71.0
257;1706238000;6;-25.75;-56.43;37.0;70.0;24.0;92.0
258;1706238000;7;-25.62;-57.13;36.0;48.0;21.0;65.0
259;1706238000;8;-25.5;-56.4;45.0;35.0;23.0;66.0
260;1706238000;9;-25.45;-54.83;40.0;86.0;24.0;77.0
261;1706324400;0;-27.22;-55.83;19.0;56.0;26.0;46.0
262;1706324400;1;-27.2;-55.78;18.0;67.0;32.0;68.0
263;1706324400;2;-26.87;-58.32;12.0;52.0;26.0;51.0
264;1706324400;3;-26.83;-55.32;19.0;32.0;23.0;74.0
265;1706324400;4;-26.67;-57.13;14.0;61.0;17.0;32.0
266;1706324400;5;-26.17;-56.35;19.0;96.0;13.0;42.0
267;1706324400;6;-25.75;-56.43;13.0;88.0;24.0;47.0
268;1706324400;7;-25.62;-57.13;19.0;48.0;22.0;82.0
269;1706324400;8;-25.5;-56.4;20.0;44.0;26.0;66.0
270;1706324400;9;-25.45;-54.83;20.0;94.0;11.0;48.0
271;1706410800;0;-27.22;-55.83;30.0;50.0;26.0;71.0
272;1706410800;1;-27.2;-55.78;25.0;71.0;13.0;64.0
273;1706410800;2;-26.87;-58.32;29.0;37.0;16.0;32.0
274;1706410800;3;-26.83;-55.32;27.0;99.0;12.0;75.0
275;1706410800;4;-26.67;-57.13;30.0;81.0;17.0;77.0
276;1706410800;5;-26.17;-56.35;26.0;52.0;8.0;35.0
277;1706410800;6;-25.75;-56.43;23.0;77.0;22.0;53.0
278;1706410800;7;-25.62;-57.13;22.0;38.0;22.0;71.0
279;1706410800;8;-25.5;-56.4;21.0;84.0;10.0;93.0
280;1706410800;9;-25.45;-54.83;23.0;31.0;28.0;41.0
281;1706497200;0;-27.22;-55.83;27.0;98.0;10.0;97.0
282;1706497200;1;-27.2;-55.78;34.0;46.0;14.0;79.0
283;1706497200;2;-26.87;-58.32;28.0;58.0;13.0;33.0
284;1706497200;3;-26.83;-55.32;30.0;28.0;30.0;61.0
285;1706497200;4;-26.67;-57.13;29.0;82.0;16.0;51.0
286;1706497200;5;-26.17;-56.35;28.0;41.0;16.0;84.0
287;1706497200;6;-25.75;-56.43;28.0;78.0;13.0;90.0
288;1706497200;7;-25.62;-57.13;35.0;89.0;10.0;99.0
289;1706497200;8;-25.5;-56.4;35.0;57.0;12.0;51.0
290;1706497200;9;-25.45;-54.83;35.0;74.0;30.0;88.0
291;1706583600;0;-27.22;-55.83;30.0;87.0;28.0;55.0
292;1706583600;1;-27.2;-55.78;30.0;55.0;13.0;76.0
293;1706583600;2;-26.87;-58.32;30.0;65.0;9.0;59.0
294;1706583600;3;-26.83;-55.32;23.0;100.0;29.0;82.0
295;1706583600;4;-26.67;-57.13;28.0;40.0;26.0;56.0
296;1706583600;5;-26.17;-56.35;25.0;53.0;16.0;76.0
297;1706583600;6;-25.75;-56.43;24.0;34.0;21.0;86.0
298;1706583600;7;-25.62;-57.13;25.0;95.0;31.0;86.0
299;1706583600;8;-25.5;-56.4;24.0;95.0;18.0;73.0
300;1706583600;9;-25.45;-54.83;24.0;50.0;9.0;77.0
301;1706670000;0;-27.22;-55.83;36.0;49.0;8.0;60.0
302;1706670000;1;-27.2;-55.78;30.0;47.0;10.0;73.0
303;1706670000;2;-26.87;-58.32;33.0;62.0;14.0;71.0
304;1706670000;3;-26.83;-55.32;37.0;40.0;26.0;59.0
305;1706670000;4;-26.67;-57.13;28.0;77.0;15.0;57.0
306;1706670000;5;-26.17;-56.35;35.0;46.0;14.0;41.0
307;1706670000;6;-25.75;-56.43;27.0;95.0;15.0;74.0
308;1706670000;7;-25.62;-57.13;28.0;96.0;26.0;78.0
309;1706670000;8;-25.5;-56.4;31.0;93.0;14.0;74.0
310;1706670000;9;-25.45;-54.83;27.0;29.0;29.0;100.0
311;1706756400;0;-27.22;-55.83;20.0;30.0;31.0;51.0
312;1706756400;1;-27.2;-55.78;20.0;29.0;12.0;40.0
313;1706756400;2;-26.87;-58.32;20.0;88.0;21.0;33.0
314;1706756400;3;-26.83;-55.32;22.0;88.0;20.0;100.0
315;1706756400;4;-26.67;-57.13;21.0;64.0;7.0;89.0
316;1706756400;5;-26.17;-56.35;16.0;98.0;24.0;50.0
317;1706756400;6;-25.75;-56.43;15.0;55.0;27.0;81.0
318;1706756400;7;-25.62;-57.13;20.0;29.0;10.0;80.0
319;1706756400;8;-25.5;-56.4;16.0;54.0;26.0;36.0
320;1706756400;9;-25.45;-54.83;13.0;61.0;8.0;75.0
321;1706842800;0;-27.22;-55.83;36.0;37.0;10.0;95.0
322;1706842800;1;-27.2;-55.78;29.0;49.0;6.0;56.0
323;1706842800;2;-26.87;-58.32;27.0;62.0;18.0;33.0
324;1706842800;3;-26.83;-55.32;32.0;60.0;8.0;63.0
325;1706842800;4;-26.67;-57.13;31.0;59.0;11.0;37.0
326;1706842800;5;-26.17;-56.35;29.0;81.0;19.0;52.0
327;1706842800;6;-25.75;-56.43;34.0;52.0;25.0;74.0
328;1706842800;7;-25.62;-57.13;31.0;88.0;18.0;33.0
329;1706842800;8;-25.5;-56.4;33.0;40.0;13.0;95.0
330;1706842800;9;-25.45;-54.83;31.0;51.0;18.0;76.0
331;1706929200;0;-27.22;-55.83;21.0;32.0;22.0;67.0
332;1706929200;1;-27.2;-55.78;20.0;91.0;30.0;88.0
333;1706929200;2;-26.87;-58.32;17.0;39.0;17.0;92.0
334;1706929200;3;-26.83;-55.32;22.0;80.0;6.0;50.0
335;1706929200;4;-26.67;-57.13;22.0;62.0;8.0;75.0
336;1706929200;5;-26.17;-56.35;27.0;78.0;29.0;79.0
337;1706929200;6;-25.75;-56.43;24.0;95.0;19.0;79.0
338;1706929200;7;-25.62;-57.13;26.0;80.0;14.0;46.0
339;1706929200;8;-25.5;-56.4;20.0;45.0;13.0;50.0
340;1706929200;9;-25.45;-54.83;20.0;72.0;16.0;78.0
341;1707015600;0;-27.22;-55.83;21.0;55.0;12.0;95.0
342;1707015600;1;-27.2;-55.78;25.0;61.0;15.0;94.0
343;1707015600;2;-26.87;-58.32;25.0;66.0;19.0;35.0
344;1707015600;3;-26.83;-55.32;25.0;64.0;14.0;71.0
345;1707015600;4;-26.67;-57.13;24.0;38.0;24.0;38.0
346;1707015600;5;-26.17;-56.35;23.0;32.0;20.0;74.0
347;1707015600;6;-25.75;-56.43;26.0;48.0;17.0;86.0
348;1707015600;7;-25.62;-57.13;20.0;34.0;19.0;71.0
349;1707015600;8;-25.5;-56.4;20.0;92.0;15.0;74.0
350;1707015600;9;-25.45;-54.83;18.0;94.0;27.0;65.0
351;1707102000;0;-27.22;-55.83;19.0;42.0;31.0;53.0
352;1707102000;1;-27.2;-55.78;13.0;50.0;20.0;57.0
353;1707102000;2;-26.87;-58.32;19.0;32.0;17.0;43.0
354;1707102000;3;-26.83;-55.32;15.0;51.0;8.0;96.0
355;1707102000;4;-26.67;-57.13;12.0;56.0;14.0;89.0
356;1707102000;5;-26.17;-56.35;13.0;71.0;13.0;38.0
357;1707102000;6;-25.75;-56.43;19.0;37.0;31.0;79.0
358;1707102000;7;-25.62;-57.13;13.0;59.0;16.0;46.0
359;1707102000;8;-25.5;-56.4;14.0;29.0;18.0;77.0
360;1707102000;9;-25.45;-54.83;22.0;84.0;25.0;53.0
361;1707188400;0;-27.22;-55.83;35.0;30.0;20.0;87.0
362;1707188400;1;-27.2;-55.78;36.0;48.0;28.0;55.0
363;1707188400;2;-26.87;-58.32;30.0;41.0;18.0;79.0
364;1707188400;3;-26.83;-55.32;33.0;74.0;21.0;78.0
365;1707188400;4;-26.67;-57.13;31.0;30.0;26.0;38.0
366;1707188400;5;-26.17;-56.35;32.0;43.0;7.0;63.0
367;1707188400;6;-25.75;-56.43;35.0;37.0;24.0;83.0
368;1707188400;7;-25.62;-57.13;29.0;93.0;12.0;32.0
369;1707188400;8;-25.5;-56.4;35.0;29.0;13.0;47.0
370;1707188400;9;-25.45;-54.83;35.0;43.0;10.0;87.0
371;1707274800;0;-27.22;-55.83;26.0;31.0;9.0;34.0
372;1707274800;1;-27.2;-55.78;20.0;44.0;28.0;94.0
373;1707274800;2;-26.87;-58.32;18.0;88.0;18.0;48.0
374;1707274800;3;-26.83;-55.32;19.0;53.0;7.0;82.0
375;1707274800;4;-26.67;-57.13;22.0;66.0;11.0;78.0
376;1707274800;5;-26.17;-56.35;25.0;90.0;31.0;32.0
377;1707274800;6;-25.75;-56.43;17.0;46.0;18.0;50.0
378;1707274800;7;-25.62;-57.13;17.0;91.0;16.0;68.0
379;1707274800;8;-25.5;-56.4;20.0;63.0;20.0;67.0
380;1707274800;9;-25.45;-54.83;27.0;44.0;17.0;73.0
381;1707361200;0;-27.22;-55.83;30.0;60.0;17.0;43.0
382;1707361200;1;-27.2;-55.78;36.0;32.0;10.0;84.0
383;1707361200;2;-26.87;-58.32;33.0;41.0;31.0;93.0
384;1707361200;3;-26.83;-55.32;28.0;66.0;26.0;85.0
385;1707361200;4;-26.67;-57.13;32.0;52.0;17.0;57.0
386;1707361200;5;-26.17;-56.35;35.0;65.0;24.0;39.0
387;1707361200;6;-25.75;-56.43;30.0;44.0;15.0;39.0
388;1707361200;7;-25.62;-57.13;29.0;93.0;15.0;99.0
389;1707361200;8;-25.5;-56.4;27.0;95.0;13.0;53.0
390;1707361200;9;-25.45;-54.83;30.0;82.0;7.0;89.0
391;1707447600;0;-27.22;-55.83;32.0;80.0;6.0;60.0
392;1707447600;1;-27.2;-55.78;28.0;43.0;10.0;95.0
393;1707447600;2;-26.87;-58.32;31.0;32.0;16.0;92.0
394;1707447600;3;-26.83;-55.32;36.0;98.0;24.0;81.0
395;1707447600;4;-26.67;-57.13;31.0;62.0;9.0;74.0
396;1707447600;5;-26.17;-56.35;36.0;48.0;31.0;39.0
397;1707447600;6;-25.75;-56.43;36.0;29.0;24.0;54.0
